Channel A;Channel B
0,050958251953125;0,126287841796875
0,06646728515625;0,0598205566406252
0,055389404296875;-0,00221557617187484
0,050958251953125;-0,0642517089843749
0,050958251953125;-0,135150146484375
0,055389404296875;-0,2126953125
0,050958251953125;-0,2924560546875
0,050958251953125;-0,33233642578125
0,05760498046875;-0,414312744140625
0,059820556640625;-0,463055419921875
0,04874267578125;-0,53173828125
0,04874267578125;-0,595989990234375
0,055389404296875;-0,65137939453125
0,046527099609375;-0,71341552734375
0,046527099609375;-0,773236083984375
0,0620361328125;-0,742218017578125
0,055389404296875;-0,689044189453125
0,042095947265625;-0,653594970703125
0,046527099609375;-0,564971923828125
0,0620361328125;-0,502935791015625
0,055389404296875;-0,443115234375
0,050958251953125;-0,3633544921875
0,055389404296875;-0,301318359375
0,050958251953125;-0,2392822265625
0,050958251953125;-0,159521484375
0,06646728515625;-0,108563232421875
0,050958251953125;-0,0465270996093748
0,037664794921875;0,0155090332031252
0,04874267578125;0,0886230468750001
0,059820556640625;0,152874755859375
0,053173828125;0,2215576171875
0,050958251953125;0,28359375
0,055389404296875;0,34119873046875
0,053173828125;0,3988037109375
0,053173828125;0,476348876953125
0,059820556640625;0,53616943359375
0,053173828125;0,5937744140625
0,028802490234375;0,556109619140625
0,046527099609375;0,71341552734375
0,05760498046875;0,777667236328125
0,055389404296875;0,73114013671875
0,042095947265625;0,67353515625
0,042095947265625;0,600421142578125
0,04874267578125;0,547247314453125
0,046527099609375;0,4874267578125
0,050958251953125;0,423175048828125
0,050958251953125;0,3456298828125
0,0443115234375;0,290240478515625
0,042095947265625;0,230419921875
0,0443115234375;0,157305908203125
0,050958251953125;0,10191650390625
0,046527099609375;0,0332336425781251
0,03988037109375;-0,0332336425781249
0,050958251953125;-0,0908386230468748
0,04874267578125;-0,15509033203125
0,0443115234375;-0,2392822265625
0,050958251953125;-0,294671630859375
0,053173828125;-0,347845458984375
0,042095947265625;-0,4342529296875
1,73701171875;-0,50072021484375
1,78796997070312;-0,542816162109375
1,7635986328125;-0,613714599609375
1,75030517578125;-0,691259765625
1,78353881835937;-0,733355712890625
1,7813232421875;-0,773236083984375
1,76138305664062;-0,728924560546875
1,75916748046875;-0,675750732421875
1,7724609375;-0,6114990234375
1,78796997070312;-0,542816162109375
1,75030517578125;-0,49185791015625
1,77910766601562;-0,41209716796875
1,77024536132813;-0,347845458984375
1,7635986328125;-0,285809326171875
1,7813232421875;-0,206048583984375
1,7990478515625;-0,13736572265625
1,78796997070312;-0,0731140136718748
